collctions,collctions-href,details,details-href,image1-src,image2-src,finshihoptions-src,description1,description2,technical,productcodes
"Multi Point Lock Trim","http://emtek.com/multi-point-lock-trim","","http://emtek.com/Multi-Point-Lock-Trim/modern-style-11-nonkey-358","","","http://emtek.com/finishes/US4_Finish.jpg","","","",""
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/aireon-lever","","","","- Can be ordered with any Brass rosette 
- Sold as complete set. Includes Latch and Strike Plate 
- 28 Degree Latch is available for additional charge 
- For pricing information, contact any Emtek® dealer","","",""
"Cabinet Appliance Pulls","http://emtek.com/cabinet-appliance-pulls","","http://emtek.com/Cabinet-Appliance-Pulls/brass-bar-appliance-pull","","","","Sold as complete set. Includes screws.
For pricing information contact any EMTEK® dealer.","","",""
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/geneva-lever","","","http://emtek.com/rosettes/RO_12_Brass_Modern_US26.jpg","","","",""
"Cabinet Knobs","http://emtek.com/cabinet-knobs","","http://emtek.com/Cabinet-Knobs/basin-knob","","","","","","","1-1/4"" Diameter: 86317  1-5/8"" Diameter: 86318"
"Door Pulls","http://emtek.com/door-pulls","","http://emtek.com/Door-Pulls/modern-push-plate","","","","","","Installation Manual",""
"Hinges","http://emtek.com/door-hinges","","http://emtek.com/Door-Hinges/hd-ball-312-sq-ss-hinge","","http://emtek.com/products/door_hinges/SS_BALL_Hinge_312_Square.jpg","","","","",""
"Passage / Privacy Knobs","http://emtek.com/passage-privacy-knobs","","http://emtek.com/Passage-Privacy-Knobs/modern-disc-crystal","","","http://emtek.com/rosettes/RO_21_Brass_Square_US15.jpg","","","",""
"Door Pulls","http://emtek.com/door-pulls","","http://emtek.com/Door-Pulls/brass-wilshire-pull","","","http://emtek.com/finishes/US15_Finish.jpg","","","",""
"Passage / Privacy Knobs","http://emtek.com/passage-privacy-knobs","","http://emtek.com/Passage-Privacy-Knobs/modern-square-crystal","","","","","Upgrade to CF Mechanism","",""
"Door Accessories","http://emtek.com/door-accessories","","http://emtek.com/Door-Accessories/button-tips","","","http://emtek.com/finishes/US14_Finish.jpg","","","",""
"Sideplate Locks","http://emtek.com/sideplate-locks","","http://emtek.com/Sideplate-Locks/10-stainless-steel-stretto-concord-nonkeyed","","","http://emtek.com/levers/LV_53_Stuttgart_SS.jpg","","","",""
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/geneva-lever","","http://emtek.com/products/passage_privacy_levers/LV_21_Geneva_Square_US19.jpg","","","","",""
"Door Accessories","http://emtek.com/door-accessories","","http://emtek.com/Door-Accessories/casement-latch","","","http://emtek.com/finishes/US3_Finish.jpg","","","",""
"Passage / Privacy Knobs","http://emtek.com/passage-privacy-knobs","","http://emtek.com/Passage-Privacy-Knobs/orb-knob","http://emtek.com/products/passage_privacy_knobs/KB_35_Orb_US10B.jpg","","","","","",""
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/basel-lever","","","http://emtek.com/rosettes/Modern_Rectangular_US10B.jpg","","","",""
"Cabinet Appliance Pulls","http://emtek.com/cabinet-appliance-pulls","","http://emtek.com/Cabinet-Appliance-Pulls/brass-bauhaus-appliance-pull","","","","","","Technical Specifications",""
"Cabinet Knobs","http://emtek.com/cabinet-knobs","","http://emtek.com/Cabinet-Knobs/bezier-cabinet-knob","","","","","","","1-1/4"" Diameter: 86410
1-5/8"" Diameter: 86411"
"Door Accessories","http://emtek.com/door-accessories","","http://emtek.com/Door-Accessories/cylinder-floor-bumper","http://emtek.com/products/door_accessories/DA_158_Cylinder_Floor_Bumper_US15.jpg","","","","","",""
"Passage / Privacy Knobs","http://emtek.com/passage-privacy-knobs","","http://emtek.com/Passage-Privacy-Knobs/octagon-knob","","","","","","","Square Rosette Style:
 Passage Set - 5110
 Privacy Set - 5210
 Dummy, Pair - 5050"
"Cabinet Knobs","http://emtek.com/cabinet-knobs","","http://emtek.com/Cabinet-Knobs/bezier-cabinet-knob","","","http://emtek.com/finishes/US15_Finish.jpg","","","",""
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/aireon-lever","","","http://emtek.com/finishes/US19_Finish.jpg","","","",""
"Cabinet Pulls","http://emtek.com/cabinet-pulls","","http://emtek.com/Cabinet-Pulls/bauhaus-pull","","","","","","","3"" C-to-C: 86324 
4"" C-to-C: 86325"
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/brass-poseidon-lever","","","","","Upgrade to CF Mechanism","",""
"Sideplate Locks","http://emtek.com/sideplate-locks","","http://emtek.com/Sideplate-Locks/10-stainless-steel-stretto-concord-nonkeyed","","","","","","","Dummy Pair: 9045"
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/brass-hermes-lever","","","http://emtek.com/finishes/US15_Finish.jpg","","","",""
"Bath Hardware","http://emtek.com/bath-hardware","","http://emtek.com/Bath-Hardware/modern-brass-towel-bar","","","http://emtek.com/rosettes/RO_13_Brass_Neos_US15.jpg","","","",""
"Cabinet Appliance Pulls","http://emtek.com/cabinet-appliance-pulls","","http://emtek.com/Cabinet-Appliance-Pulls/tuscany-fluted-bronze-appliance-pull","","http://emtek.com/products/cabinet_appliance_pulls/CA_11_Tuscany_Bronze_Fluted_Appliance_MB%20copy.jpg","","","","",""
"Door Accessories","http://emtek.com/door-accessories","","http://emtek.com/Door-Accessories/door-bell-contemporary","","","http://emtek.com/rosettes/RO_13_Brass_Neos_US15.jpg","","","",""
"Passage / Privacy Knobs","http://emtek.com/passage-privacy-knobs","","http://emtek.com/Passage-Privacy-Knobs/modern-square-crystal","","","http://emtek.com/finishes/US15_Finish.jpg","","","",""
"Door Pulls","http://emtek.com/door-pulls","","http://emtek.com/Door-Pulls/ss-baden","","http://emtek.com/products/door_pulls/DP_42_Baden_DoorPull_SS.jpg","","","","",""
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/geneva-lever","","http://emtek.com/products/passage_privacy_levers/LV_21_Geneva_US15.jpg","","","","",""
"Sideplate Locks","http://emtek.com/sideplate-locks","","http://emtek.com/Sideplate-Locks/11-stainless-steel-stretto-nonkeyed","","","","","","","Dummy, Single Sided: 9043"
"Sideplate Locks","http://emtek.com/sideplate-locks","","http://emtek.com/Sideplate-Locks/10-stainless-steel-stretto-concord-nonkeyed","","","","","","Technical Specifications",""
"Sideplate Locks","http://emtek.com/sideplate-locks","","http://emtek.com/Sideplate-Locks/10-stainless-steel-stretto-concord-nonkeyed","http://emtek.com/products/sideplates/SP_67_10_Stretto_SS_Privacy.jpg","","","","","",""
"Multi Point Lock Trim","http://emtek.com/multi-point-lock-trim","","http://emtek.com/Multi-Point-Lock-Trim/modern-style-11-nonkey-358","","","http://emtek.com/levers/LV_25_Hercules_US26.jpg","","","",""
"Multi Point Lock Trim","http://emtek.com/multi-point-lock-trim","","http://emtek.com/Multi-Point-Lock-Trim/modern-style-10-keyed-358","","","http://emtek.com/finishes/US26_Finish.jpg","","","",""
"Cabinet Knobs","http://emtek.com/cabinet-knobs","","http://emtek.com/Cabinet-Knobs/basin-knob","","http://emtek.com/products/cabinet_knobs/CK_08_Basin_CabinetKnob_US10B.jpg","","","","",""
"Door Pulls","http://emtek.com/door-pulls","","http://emtek.com/Door-Pulls/brass-zeus-pull","http://emtek.com/products/door_pulls/DP_09_Zeus_DoorPull_US10B.jpg","","","","","",""
"Passage / Privacy Knobs","http://emtek.com/passage-privacy-knobs","","http://emtek.com/Passage-Privacy-Knobs/orb-knob","","","http://emtek.com/finishes/US4_Finish.jpg","","","",""
"Cabinet Pulls","http://emtek.com/cabinet-pulls","","http://emtek.com/Cabinet-Pulls/brass-trinity-pull","","","http://emtek.com/finishes/US26_Finish.jpg","","","",""
"Door Accessories","http://emtek.com/door-accessories","","http://emtek.com/Door-Accessories/door-bell-contemporary","","","http://emtek.com/finishes/US10B_Finish.jpg","","","",""
"Hinges","http://emtek.com/door-hinges","","http://emtek.com/Door-Hinges/hd-plain-312-sq-ss-hinge","http://emtek.com/products/door_hinges/SS_Hinge_312_Square.jpg","","","","","",""
"Cabinet Knobs","http://emtek.com/cabinet-knobs","","http://emtek.com/Cabinet-Knobs/brass-ring-knob","","http://emtek.com/products/cabinet_knobs/CK_43_Brass_Ring_CabinetKnob_US10B.jpg","","","","",""
"Door Pulls","http://emtek.com/door-pulls","","http://emtek.com/Door-Pulls/brass-zeus-pull","","http://emtek.com/products/door_pulls/DP_09_Zeus_DoorPull_US10B.jpg","","","","",""
"Multi Point Lock Trim","http://emtek.com/multi-point-lock-trim","","http://emtek.com/Multi-Point-Lock-Trim/modern-style-11-keyed-euro","","","http://emtek.com/levers/LV_01_Aireon_US15.jpg","","","",""
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/brass-hercules-lever","","","","","","","Neos Rosette Style:
 Passage Set - 5111
 Privacy Set - 5211
 Dummy, Pair - 5051"
"Bath Hardware","http://emtek.com/bath-hardware","","http://emtek.com/Bath-Hardware/stainless-steel-towel-ring","","","","","Technical Specification","",""
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/brass-hercules-lever","","","","","","","Disk Rosette Style:
 Passage Set - 5109
 Privacy Set - 5209
 Dummy, Pair - 5059"
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/brass-hermes-lever","","","","","","","Modern Rosette Style:
 Passage Set - 5107
 Privacy Set - 5207
 Dummy, Pair - 5057"
"Door Pulls","http://emtek.com/door-pulls","","http://emtek.com/Door-Pulls/modern-push-plate","","","","","","","How to order:
- To form an item number, combine Product Code and Finish. For Example: 86436US10B"
"Sideplate Locks","http://emtek.com/sideplate-locks","","http://emtek.com/Sideplate-Locks/10-stainless-steel-stretto-concord-nonkeyed","","","http://emtek.com/levers/LV_24_Hermes_SS.jpg","","","",""
"Door Accessories","http://emtek.com/door-accessories","","http://emtek.com/Door-Accessories/button-tips","","","","","For 3-1/2"" Heavy Duty or Ball Bearing Hinges: 97323
For 4"" Heavy Duty or Ball Bearing Hinges: 97324
For 4-1/2"" or 5"" Heavy Duty or Ball Bearing Hinges: 97325","",""
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/brass-stuttgart-lever","","http://emtek.com/products/passage_privacy_levers/LV_54_Stuttgart_Disk_US26.jpg","","","","",""
"Passage / Privacy Knobs","http://emtek.com/passage-privacy-knobs","","http://emtek.com/Passage-Privacy-Knobs/orb-knob","","","","","","","Modern Rectangular Rosette Style:
Passage Set - 5112
Privacy Set - 5212
Dummy, Pair - 5052"
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/geneva-lever","","","","","","","Disk Rosette Style:
 Passage Set - 5109
 Privacy Set - 5209
 Dummy, Pair - 5059"
"Bath Hardware","http://emtek.com/bath-hardware","","http://emtek.com/Bath-Hardware/modern-brass-paper-holder-bar-style","","http://emtek.com/products/bath_hardware/BH_53_Modern_PaperHolder_Bar_RoseSmallDisc_US26.jpg","","","","",""
"Cabinet Knobs","http://emtek.com/cabinet-knobs","","http://emtek.com/Cabinet-Knobs/brass-ring-knob","","","http://emtek.com/finishes/US15_Finish.jpg","","","",""
"Door Pulls","http://emtek.com/door-pulls","","http://emtek.com/Door-Pulls/brass-wilshire-pull","","","http://emtek.com/finishes/US3_PVD_Finish.jpg","","","",""
"Passage / Privacy Knobs","http://emtek.com/passage-privacy-knobs","","http://emtek.com/Passage-Privacy-Knobs/octagon-knob","","http://emtek.com/products/passage_privacy_knobs/KB_28_Octagon.jpg","","","","",""
"Door Accessories","http://emtek.com/door-accessories","","http://emtek.com/Door-Accessories/concealed-screw-surface-bolts","","","http://emtek.com/finishes/US10B_Finish.jpg","","","",""
"Passage / Privacy Knobs","http://emtek.com/passage-privacy-knobs","","http://emtek.com/Passage-Privacy-Knobs/orb-knob","","http://emtek.com/products/passage_privacy_knobs/KB_35_Orb_Disk_US15.jpg","","","","",""
"Multi Point Lock Trim","http://emtek.com/multi-point-lock-trim","","http://emtek.com/Multi-Point-Lock-Trim/modern-style-11-nonkey-418","","","http://emtek.com/levers/LV_54_Stuttgart_US15.jpg","","","",""
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/basel-lever","","","","","","","Square Rosette Style:
 Passage Set - 5110
 Privacy Set - 5210
 Dummy, Pair - 5050"
"Cabinet Pulls","http://emtek.com/cabinet-pulls","","http://emtek.com/Cabinet-Pulls/brass-trail-pull","","","http://emtek.com/finishes/US26_Finish.jpg","","","",""
"Multi Point Lock Trim","http://emtek.com/multi-point-lock-trim","","http://emtek.com/Multi-Point-Lock-Trim/modern-style-11-keyed-418","","","http://emtek.com/levers/LV_21_Geneva_US15.jpg","","","",""
"Cabinet Pulls","http://emtek.com/cabinet-pulls","","http://emtek.com/Cabinet-Pulls/carbon-fiber-black-bar-pull","","","","","","",""
"Cabinet Appliance Pulls","http://emtek.com/cabinet-appliance-pulls","","http://emtek.com/Cabinet-Appliance-Pulls/alexanderappliancepull","","","http://emtek.com/finishes/US14_Finish.jpg","","","",""
"Cabinet Knobs","http://emtek.com/cabinet-knobs","","http://emtek.com/Cabinet-Knobs/brass-cone-knob","","","http://emtek.com/finishes/US10B_Finish.jpg","","","",""
"Passage / Privacy Knobs","http://emtek.com/passage-privacy-knobs","","http://emtek.com/Passage-Privacy-Knobs/bristol-crystal","","","","","","","Neos Rosette Style: 
Passage Set - 5111 
Privacy Set - 5211 
Dummy, Pair - 5051"
"Door Accessories","http://emtek.com/door-accessories","","http://emtek.com/Door-Accessories/ball-tip-sets-for-brass-hinges","","","http://emtek.com/finishes/US26_Finish.jpg","","","",""
"Sideplate Locks","http://emtek.com/sideplate-locks","","http://emtek.com/Sideplate-Locks/10-stainless-steel-stretto-keyed","","","http://emtek.com/finishes/StainlessSteel.jpg","","","",""
"Passage / Privacy Knobs","http://emtek.com/passage-privacy-knobs","","http://emtek.com/Passage-Privacy-Knobs/round-knob","","http://emtek.com/products/passage_privacy_knobs/KB_43_Round.jpg","","","","",""
"Bath Hardware","http://emtek.com/bath-hardware","","http://emtek.com/Bath-Hardware/modern-brass-towel-bar","http://emtek.com/products/bath_hardware/BH_55_Modern_TowelBar_RoseSmallDisc_US26.jpg","","","","","",""
"Multi Point Lock Trim","http://emtek.com/multi-point-lock-trim","","http://emtek.com/Multi-Point-Lock-Trim/modern-style-11-keyed-418","","","http://emtek.com/finishes/US10B_Finish.jpg","","","",""
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/brass-athena-lever","","","http://emtek.com/rosettes/RO_21_Brass_Square_US15.jpg","","","",""
"Cabinet Pulls","http://emtek.com/cabinet-pulls","","http://emtek.com/Cabinet-Pulls/brass-bar-pull","","","http://emtek.com/finishes/US26_Finish.jpg","","","",""
"Cabinet Knobs","http://emtek.com/cabinet-knobs","","http://emtek.com/Cabinet-Knobs/brass-bar-knob","http://emtek.com/products/cabinet_knobs/CK_10_Brass_Bar_CabinetKnob_US10B.jpg","","","","","",""
"Cabinet Appliance Pulls","http://emtek.com/cabinet-appliance-pulls","","http://emtek.com/Cabinet-Appliance-Pulls/alexanderappliancepull","","","http://emtek.com/finishes/US26_Finish.jpg","","","",""
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/aireon-lever","","","","","","- Fits any door between 1-3/8"" to 2-1/4"" thick with a 2-1/8"" bore standard door prep
- Standard latch is for 2-3/8"" backset. Specify 2-3/4"" backset if required",""
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/brass-poseidon-lever","","","","","","","Upgrade to CF Mechanism by adding ""C"" in front of the product code. 
For example: C5111"
"Passage / Privacy Knobs","http://emtek.com/passage-privacy-knobs","","http://emtek.com/Passage-Privacy-Knobs/modern-square-crystal","","","","","","- Fits any door between 1-3/8"" to 2-1/4"" thick with a 2-1/8"" bore standard door prep",""
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/aireon-lever","","","http://emtek.com/finishes/US4_Finish.jpg","","","",""
"Door Pulls","http://emtek.com/door-pulls","","http://emtek.com/Door-Pulls/brass-knoxville-pull-plate","","","http://emtek.com/finishes/US26_Finish.jpg","","","",""
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/geneva-lever","","","","","","","Modern Rosette Style:
 Passage Set - 5107
 Privacy Set - 5207
 Dummy, Pair - 5057"
"Cabinet Pulls","http://emtek.com/cabinet-pulls","","http://emtek.com/Cabinet-Pulls/brass-finger-pull","","","","Sold as complete set. Includes screws 
For pricing information, contact any EMTEK® dealer","","",""
"Multi Point Lock Trim","http://emtek.com/multi-point-lock-trim","","http://emtek.com/Multi-Point-Lock-Trim/modern-style-11-nonkey-418","","","http://emtek.com/levers/LV_37_Mercury_US26.jpg","","","",""
"Multi Point Lock Trim","http://emtek.com/multi-point-lock-trim","","http://emtek.com/Multi-Point-Lock-Trim/modern-style-10-keyed-6","","","","","","Technical Specification",""
"Multi Point Lock Trim","http://emtek.com/multi-point-lock-trim","","http://emtek.com/Multi-Point-Lock-Trim/modern-style-11-keyed-euro","","","http://emtek.com/levers/LV_21_Geneva_US15.jpg","","","",""
"Door Accessories","http://emtek.com/door-accessories","","http://emtek.com/Door-Accessories/door-bell-contemporary","","","http://emtek.com/finishes/US15_Finish.jpg","","","",""
"Cabinet Knobs","http://emtek.com/cabinet-knobs","","http://emtek.com/Cabinet-Knobs/brass-ring-knob","","http://emtek.com/products/cabinet_knobs/CK_43_Brass_Ring_CabinetKnob_US26.jpg","","","","",""
"Hinges","http://emtek.com/door-hinges","","http://emtek.com/Door-Hinges/residential-plain-312-sq-ss-hinge","","","","- 304 Grade Stainless Steel Hinges
- Sold in Pairs, includes screws
- For pricing information, contact any Emtek® dealer","","",""
"Multi Point Lock Trim","http://emtek.com/multi-point-lock-trim","","http://emtek.com/Multi-Point-Lock-Trim/modern-style-10-keyed-358","","","http://emtek.com/finishes/US15_Finish.jpg","","","",""
"Bath Hardware","http://emtek.com/bath-hardware","","http://emtek.com/Bath-Hardware/modern-brass-towel-bar","","","http://emtek.com/finishes/US19_Finish.jpg","","","",""
"Passage / Privacy Knobs","http://emtek.com/passage-privacy-knobs","","http://emtek.com/Passage-Privacy-Knobs/bristol-crystal","","","http://emtek.com/finishes/US15_Finish.jpg","","","",""
"Passage / Privacy Knobs","http://emtek.com/passage-privacy-knobs","","http://emtek.com/Passage-Privacy-Knobs/modern-disc-crystal","","","http://emtek.com/finishes/US26_Finish.jpg","","","",""
"Door Accessories","http://emtek.com/door-accessories","","http://emtek.com/Door-Accessories/ball-tip-sets-for-steel-hinges","","","http://emtek.com/finishes/US7_Finish.jpg","","","",""
"Passage / Privacy Knobs","http://emtek.com/passage-privacy-knobs","","http://emtek.com/Passage-Privacy-Knobs/bern-knob","","http://emtek.com/products/passage_privacy_knobs/KB_07_Bern_Square_US10B.jpg","","","","",""
"Multi Point Lock Trim","http://emtek.com/multi-point-lock-trim","","http://emtek.com/Multi-Point-Lock-Trim/modern-style-10-keyed-358","","","http://emtek.com/levers/LV_26_Hermes_US10B.jpg","","","",""
"Door Pulls","http://emtek.com/door-pulls","","http://emtek.com/Door-Pulls/ss-zeus","","","","- May be used separately or with pull plates
- For pricing information, contact any EMTEK® dealer","","",""
"Door Pulls","http://emtek.com/door-pulls","","http://emtek.com/Door-Pulls/modern-pull-plate","","","","","","",""
"Bath Hardware","http://emtek.com/bath-hardware","","http://emtek.com/Bath-Hardware/modern-brass-towel-ring","","","http://emtek.com/finishes/US26_Finish.jpg","","","",""
"Passage / Privacy Knobs","http://emtek.com/passage-privacy-knobs","","http://emtek.com/Passage-Privacy-Knobs/modern-providence-crystal-knob","","","http://emtek.com/finishes/US14_Finish.jpg","","","",""
"Sideplate Locks","http://emtek.com/sideplate-locks","","http://emtek.com/Sideplate-Locks/10-stainless-steel-stretto-concord-nonkeyed","","","http://emtek.com/levers/LV_32_Kiel_SS.jpg","","","",""
"Passage / Privacy Knobs","http://emtek.com/passage-privacy-knobs","","http://emtek.com/Passage-Privacy-Knobs/modern-square-crystal","","","","","","","Square Rosette Style: 
Passage Set - 5110 
Privacy Set - 5210 
Dummy, Pair - 5050"
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/brass-hercules-lever","","","","","","- Fits any door between 1-3/8"" to 2-1/4"" thick with a 2-1/8"" bore standard door prep
- Standard latch is for 2-3/8"" backset. Specify 2-3/4"" backset if required",""
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/brass-hermes-lever","","","","","","","Square Rosette Style:
 Passage Set - 5110
 Privacy Set - 5210
 Dummy, Pair - 5050"
"Passage / Privacy Knobs","http://emtek.com/passage-privacy-knobs","","http://emtek.com/Passage-Privacy-Knobs/modern-providence-crystal-knob","","","","","Disk Rosette Style:
Passage Set - 5109 
Privacy Set - 5209 
Dummy, Pair - 5059","",""
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/brass-athena-lever","","http://emtek.com/products/passage_privacy_levers/LV_08_Athena_Disk_US26.jpg","","","","",""
"Passage / Privacy Knobs","http://emtek.com/passage-privacy-knobs","","http://emtek.com/Passage-Privacy-Knobs/bern-knob","","","http://emtek.com/rosettes/RO_21_Brass_Square_US15.jpg","","","",""
"Passage / Privacy Knobs","http://emtek.com/passage-privacy-knobs","","http://emtek.com/Passage-Privacy-Knobs/bristol-crystal","","","http://emtek.com/finishes/US10B_Finish.jpg","","","",""
"Passage / Privacy Knobs","http://emtek.com/passage-privacy-knobs","","http://emtek.com/Passage-Privacy-Knobs/bristol-crystal","","","","","","","Modern Rectangular Rosette Style:
Passage Set - 5112
Privacy Set - 5212
Dummy, Pair - 5052"
"Cabinet Appliance Pulls","http://emtek.com/cabinet-appliance-pulls","","http://emtek.com/Cabinet-Appliance-Pulls/brass-bar-appliance-pull","","","http://emtek.com/finishes/US26_Finish.jpg","","","",""
"Cabinet Knobs","http://emtek.com/cabinet-knobs","","http://emtek.com/Cabinet-Knobs/basin-knob","","","http://emtek.com/finishes/US10B_Finish.jpg","","","",""
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/brass-stuttgart-lever","","","","","","","Disk Rosette Style:
 Passage Set - 5109
 Privacy Set - 5209
 Dummy, Pair - 5059"
"Door Accessories","http://emtek.com/door-accessories","","http://emtek.com/Door-Accessories/ball-tip-sets-for-brass-hinges","","","http://emtek.com/finishes/US15A_Finish.jpg","","","",""
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/brass-hermes-lever","","","","","Technical Specifications","",""
"Passage / Privacy Knobs","http://emtek.com/passage-privacy-knobs","","http://emtek.com/Passage-Privacy-Knobs/bristol-crystal","","","","","","- Standard latch is for 2-3/8"" backset. Specify 2-3/4"" backset if required",""
"Passage / Privacy Knobs","http://emtek.com/passage-privacy-knobs","","http://emtek.com/Passage-Privacy-Knobs/modern-providence-crystal-knob","http://emtek.com/products/passage_privacy_knobs/KB_57_Modern_Providence_Crystal.jpg","","","","","",""
"Cabinet Pulls","http://emtek.com/cabinet-pulls","","http://emtek.com/Cabinet-Pulls/brass-finger-pull","","","","","","Technical Specification",""
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/geneva-lever","","","http://emtek.com/finishes/US26_Finish.jpg","","","",""
"Cabinet Pulls","http://emtek.com/cabinet-pulls","","http://emtek.com/Cabinet-Pulls/brass-orbit-pull","","","","Sold as complete set. Includes screws
For pricing information, contact any EMTEK® dealer","","",""
"Bath Hardware","http://emtek.com/bath-hardware","","http://emtek.com/Bath-Hardware/stainless-steel-towel-ring","","","http://emtek.com/rosettes/RO_20_SS_Square.jpg","","","",""
"Multi Point Lock Trim","http://emtek.com/multi-point-lock-trim","","http://emtek.com/Multi-Point-Lock-Trim/modern-style-10-keyed-358","","","http://emtek.com/levers/LV_54_Stuttgart_US15.jpg","","","",""
"Sideplate Locks","http://emtek.com/sideplate-locks","","http://emtek.com/Sideplate-Locks/10-stainless-steel-stretto-concord-nonkeyed","","","","","","","Thumbturn Privacy: 9241"
"Door Accessories","http://emtek.com/door-accessories","","http://emtek.com/Door-Accessories/button-tips","","http://emtek.com/products/door_accessories/DA_168_Button_Tip_US7.jpg","","","","",""
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/brass-poseidon-lever","","http://emtek.com/products/passage_privacy_levers/LV_46_Poseidon_Disk_US26.jpg","","","","",""
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/brass-helios-lever","","","","","","- Fits any door between 1-3/8"" to 2-1/4"" thick with a 2-1/8"" bore standard door prep
- Standard latch is for 2-3/8"" backset. Specify 2-3/4"" backset if required",""
"Door Pulls","http://emtek.com/door-pulls","","http://emtek.com/Door-Pulls/brass-knoxville-pull","","","","- May be used separately or with pull plates
- For pricing information, contact any EMTEK® dealer","","",""
"Passage / Privacy Knobs","http://emtek.com/passage-privacy-knobs","","http://emtek.com/Passage-Privacy-Knobs/round-knob","","","http://emtek.com/finishes/US14_Finish.jpg","","","",""
"Cabinet Knobs","http://emtek.com/cabinet-knobs","","http://emtek.com/Cabinet-Knobs/brass-trail-knob","","","http://emtek.com/finishes/US19_Finish.jpg","","","",""
"Multi Point Lock Trim","http://emtek.com/multi-point-lock-trim","","http://emtek.com/Multi-Point-Lock-Trim/modern-style-10-keyed-418","","","http://emtek.com/levers/LV_37_Mercury_US26.jpg","","","",""
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/brass-hermes-lever","","http://emtek.com/products/passage_privacy_levers/LV_26_Hermes_US10B.jpg","","","","",""
"Passage / Privacy Knobs","http://emtek.com/passage-privacy-knobs","","http://emtek.com/Passage-Privacy-Knobs/hampton-crystal-knob","","","","","","",""
"Multi Point Lock Trim","http://emtek.com/multi-point-lock-trim","","http://emtek.com/Multi-Point-Lock-Trim/modern-style-10-keyed-358","","","","","","Technical Specification",""
"Passage / Privacy Knobs","http://emtek.com/passage-privacy-knobs","","http://emtek.com/Passage-Privacy-Knobs/round-knob","http://emtek.com/products/passage_privacy_knobs/KB_43_Round.jpg","","","","","",""
"Door Pulls","http://emtek.com/door-pulls","","http://emtek.com/Door-Pulls/ss-baden","","","","","How to order:
- To form an item number, combine Product Code and Finish. For Example: S86002SS","",""
"Sideplate Locks","http://emtek.com/sideplate-locks","","http://emtek.com/Sideplate-Locks/10-stainless-steel-stretto-keyed","","","","","","",""
"Cabinet Knobs","http://emtek.com/cabinet-knobs","","http://emtek.com/Cabinet-Knobs/brass-bar-knob","","","","","","Technical Specification",""
