collctions,collctions-href,details,details-href,image1-src,image2-src,finshihoptions-src,description1,description2,technical,productcodes
"Cabinet Appliance Pulls","http://emtek.com/cabinet-appliance-pulls","","http://emtek.com/Cabinet-Appliance-Pulls/brass-bauhaus-appliance-pull","","","http://emtek.com/finishes/US15_Finish.jpg","","","",""
"Door Pulls","http://emtek.com/door-pulls","","http://emtek.com/Door-Pulls/brass-baden-pull","","http://emtek.com/products/door_pulls/DP_38_Baden_DoorPull_US15.jpg","","","","",""
"Hinges","http://emtek.com/door-hinges","","http://emtek.com/Door-Hinges/residential-plain-312-sq-ss-hinge","","","","","","","9811332D"
"Hinges","http://emtek.com/door-hinges","","http://emtek.com/Door-Hinges/hd-plain-312-sq-ss-hinge","","","http://emtek.com/finishes/StainlessSteel.jpg","","","",""
"Bath Hardware","http://emtek.com/bath-hardware","","http://emtek.com/Bath-Hardware/modern-brass-towel-bar","","","http://emtek.com/finishes/US10B_Finish.jpg","","","",""
"Sideplate Locks","http://emtek.com/sideplate-locks","","http://emtek.com/Sideplate-Locks/11-stainless-steel-stretto-nonkeyed","","","http://emtek.com/levers/LV_14_Cologne_SS.jpg","","","",""
"Multi Point Lock Trim","http://emtek.com/multi-point-lock-trim","","http://emtek.com/Multi-Point-Lock-Trim/modern-style-10-keyed-358","","","http://emtek.com/levers/LV_37_Mercury_US26.jpg","","","",""
"Door Pulls","http://emtek.com/door-pulls","","http://emtek.com/Door-Pulls/brass-knoxville-pull","","","http://emtek.com/finishes/US15A_Finish.jpg","","","",""
"Cabinet Appliance Pulls","http://emtek.com/cabinet-appliance-pulls","","http://emtek.com/Cabinet-Appliance-Pulls/trinityappliancepull","","","http://emtek.com/finishes/US10B_Finish.jpg","","","",""
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/brass-hermes-lever","","","","","Disk Rosette Style:
 Passage Set - 5109
 Privacy Set - 5209
 Dummy, Pair - 5059","",""
"Door Pulls","http://emtek.com/door-pulls","","http://emtek.com/Door-Pulls/brass-zeus-pull","","","","","","Drilled and Tapped with 1/4""-20 Thread",""
"Door Pulls","http://emtek.com/door-pulls","","http://emtek.com/Door-Pulls/brass-knoxville-pull-plate","","","","","","",""
"Bath Hardware","http://emtek.com/bath-hardware","","http://emtek.com/Bath-Hardware/stainless-steel-single-hook","","","","","Technical Specification","",""
"Door Pulls","http://emtek.com/door-pulls","","http://emtek.com/Door-Pulls/brass-wilshire-pull","","","","","","Installation Manual",""
"Cabinet Knobs","http://emtek.com/cabinet-knobs","","http://emtek.com/Cabinet-Knobs/atomic-knob","","","http://emtek.com/finishes/US26_Finish.jpg","","","",""
"Multi Point Lock Trim","http://emtek.com/multi-point-lock-trim","","http://emtek.com/Multi-Point-Lock-Trim/modern-style-10-keyed-358","","","http://emtek.com/levers/LV_09_Basel_US26.jpg","","","",""
"Cabinet Knobs","http://emtek.com/cabinet-knobs","","http://emtek.com/Cabinet-Knobs/bezier-cabinet-knob","","","","- Sold as complete set. Includes screws 
- For pricing information, contact any Emtek® dealer","","",""
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/brass-stuttgart-lever","","","http://emtek.com/rosettes/Modern_Rectangular_US10B.jpg","","","",""
"Bath Hardware","http://emtek.com/bath-hardware","","http://emtek.com/Bath-Hardware/modern-brass-towel-ring","","","http://emtek.com/finishes/US14_Finish.jpg","","","",""
"Multi Point Lock Trim","http://emtek.com/multi-point-lock-trim","","http://emtek.com/Multi-Point-Lock-Trim/modern-style-10-keyed-418","","","http://emtek.com/levers/LV_35_Luzern_US10B.jpg","","","",""
"Multi Point Lock Trim","http://emtek.com/multi-point-lock-trim","","http://emtek.com/Multi-Point-Lock-Trim/modern-style-11-nonkey-358","","","","- Can be ordered with any Brass Levers
 - Swinging Patio Door Hardware. Set includes Plates, Handles, and Thumbturn Tailpiece
 - Multi Point Mortise Lock Box not included. Trims Only
 - For pricing information, contact any EMTEK® dealer
 
 *Geneva Lever can be used in single door application only.","","",""
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/basel-lever","http://emtek.com/products/passage_privacy_levers/LV_09_Basel_US26.jpg","","","","","",""
"Hinges","http://emtek.com/door-hinges","","http://emtek.com/Door-Hinges/hd-plain-312-14r-ss-hinge","","","http://emtek.com/finishes/StainlessSteel.jpg","","","",""
"Cabinet Pulls","http://emtek.com/cabinet-pulls","","http://emtek.com/Cabinet-Pulls/brass-arch-pull","","","","","","",""
"Cabinet Pulls","http://emtek.com/cabinet-pulls","","http://emtek.com/Cabinet-Pulls/brass-arch-pull","","","http://emtek.com/finishes/US10B_Finish.jpg","","","",""
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/brass-hermes-lever","","","http://emtek.com/finishes/US4_Finish.jpg","","","",""
"Hinges","http://emtek.com/door-hinges","","http://emtek.com/Door-Hinges/hd-ball-312-14r-ss-hinge","","","","","","","9842332D"
"Door Accessories","http://emtek.com/door-accessories","","http://emtek.com/Door-Accessories/ball-catch","","","http://emtek.com/finishes/MB_Finish.jpg","","","",""
"Cabinet Appliance Pulls","http://emtek.com/cabinet-appliance-pulls","","http://emtek.com/Cabinet-Appliance-Pulls/alexanderappliancepull","http://emtek.com/products/cabinet_appliance_pulls/CA_15_Brass_Alexander_Appliance_US14.jpg","","","","","",""
"Cabinet Knobs","http://emtek.com/cabinet-knobs","","http://emtek.com/Cabinet-Knobs/brass-metric-knob","","","","","","Technical Specification",""
"Bath Hardware","http://emtek.com/bath-hardware","","http://emtek.com/Bath-Hardware/stainless-steel-paper-holder-spring-rod-style","","","","","","Installation Manual",""
"Cabinet Knobs","http://emtek.com/cabinet-knobs","","http://emtek.com/Cabinet-Knobs/brass-cone-knob","","http://emtek.com/products/cabinet_knobs/CK_16_Brass_Cone_CabinetKnob_US10B.jpg","","","","",""
"Cabinet Appliance Pulls","http://emtek.com/cabinet-appliance-pulls","","http://emtek.com/Cabinet-Appliance-Pulls/alexanderappliancepull","","","http://emtek.com/finishes/US19_Finish.jpg","","","",""
"Passage / Privacy Knobs","http://emtek.com/passage-privacy-knobs","","http://emtek.com/Passage-Privacy-Knobs/round-knob","","","","- Can be ordered with any Brass rosette 
- Sold as complete set. Includes Latch and Strike Plate 
- 28 Degree Latch is available for additional charge 
- For pricing information, contact any Emtek® dealer","","",""
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/brass-poseidon-lever","","","http://emtek.com/rosettes/RO_09_Brass_Disk_US10B.jpg","","","",""
"Hinges","http://emtek.com/door-hinges","","http://emtek.com/Door-Hinges/hd-ball-312-sq-ss-hinge","http://emtek.com/products/door_hinges/SS_BALL_Hinge_312_Square.jpg","","","","","",""
"Cabinet Knobs","http://emtek.com/cabinet-knobs","","http://emtek.com/Cabinet-Knobs/brass-trail-knob","","","","","","Technical Specification",""
"Bath Hardware","http://emtek.com/bath-hardware","","http://emtek.com/Bath-Hardware/stainless-steel-towel-ring","","http://emtek.com/products/bath_hardware/BH_33_Stainless_Towel_Ring_Beveled_SS.jpg","","","","",""
"Sideplate Locks","http://emtek.com/sideplate-locks","","http://emtek.com/Sideplate-Locks/10-stainless-steel-stretto-concord-nonkeyed","","","","","Technical Specifications","",""
"Cabinet Appliance Pulls","http://emtek.com/cabinet-appliance-pulls","","http://emtek.com/Cabinet-Appliance-Pulls/alexanderappliancepull","","","","","","Technical Specifications",""
"Door Pulls","http://emtek.com/door-pulls","","http://emtek.com/Door-Pulls/modern-pull-plate","","","http://emtek.com/finishes/US15_Finish.jpg","","","",""
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/brass-poseidon-lever","","","","","","","Modern Rosette Style:
 Passage Set - 5107
 Privacy Set - 5207
 Dummy, Pair - 5057"
"Door Pulls","http://emtek.com/door-pulls","","http://emtek.com/Door-Pulls/ss-zeus","","","","","","","How to order:
- To form an item number, combine Product Code and Finish. For Example: S86001SS"
"Cabinet Pulls","http://emtek.com/cabinet-pulls","","http://emtek.com/Cabinet-Pulls/carbon-fiber-black-bar-pull","","http://emtek.com/products/cabinet_pulls/CP_192_Carbon_Fiber_Black_CabinetPull_US26.jpg","","","","",""
"Passage / Privacy Knobs","http://emtek.com/passage-privacy-knobs","","http://emtek.com/Passage-Privacy-Knobs/modern-square-crystal","","","http://emtek.com/finishes/US26_Finish.jpg","","","",""
"Hinges","http://emtek.com/door-hinges","","http://emtek.com/Door-Hinges/hd-plain-312-sq-ss-hinge","","","","","","Technical Specification",""
"Cabinet Knobs","http://emtek.com/cabinet-knobs","","http://emtek.com/Cabinet-Knobs/basin-knob","","","","- Sold as complete set. Includes screws 
- For pricing information, contact any Emtek® dealer","","",""
"Sideplate Locks","http://emtek.com/sideplate-locks","","http://emtek.com/Sideplate-Locks/11-stainless-steel-stretto-nonkeyed","","","http://emtek.com/levers/LV_32_Kiel_SS.jpg","","","",""
"Door Accessories","http://emtek.com/door-accessories","","http://emtek.com/Door-Accessories/ball-tip-sets-for-steel-hinges","","","http://emtek.com/finishes/MB_Finish.jpg","","","",""
"Multi Point Lock Trim","http://emtek.com/multi-point-lock-trim","","http://emtek.com/Multi-Point-Lock-Trim/modern-style-11-nonkey-418","","","http://emtek.com/finishes/US4_Finish.jpg","","","",""
"Cabinet Knobs","http://emtek.com/cabinet-knobs","","http://emtek.com/Cabinet-Knobs/brass-metric-knob","","http://emtek.com/products/cabinet_knobs/CK_33_Brass_Metric_CabinetKnob_US19.jpg","","","","",""
"Cabinet Knobs","http://emtek.com/cabinet-knobs","","http://emtek.com/Cabinet-Knobs/brass-metric-knob","","http://emtek.com/products/cabinet_knobs/CK_33_Brass_Metric_CabinetKnob_US26.jpg","","","","",""
"Door Pulls","http://emtek.com/door-pulls","","http://emtek.com/Door-Pulls/brass-knoxville-pull","","","http://emtek.com/finishes/US3_PVD_Finish.jpg","","","",""
"Hinges","http://emtek.com/door-hinges","","http://emtek.com/Door-Hinges/residential-plain-312-58r-ss-hinge","","","","","","","9813332D"
"Passage / Privacy Knobs","http://emtek.com/passage-privacy-knobs","","http://emtek.com/Passage-Privacy-Knobs/orb-knob","","","http://emtek.com/finishes/US15_Finish.jpg","","","",""
"Door Pulls","http://emtek.com/door-pulls","","http://emtek.com/Door-Pulls/modern-push-plate","","","http://emtek.com/finishes/US26_Finish.jpg","","","",""
"Passage / Privacy Knobs","http://emtek.com/passage-privacy-knobs","","http://emtek.com/Passage-Privacy-Knobs/round-knob","","","http://emtek.com/rosettes/RO_09_Brass_Disk_US10B.jpg","","","",""
"Bath Hardware","http://emtek.com/bath-hardware","","http://emtek.com/Bath-Hardware/stainless-steel-single-hook","","","","- Sold as complete set. Includes screws
- Rosette options are not available for this product
- For pricing information, contact any EMTEK® dealer","","",""
"Bath Hardware","http://emtek.com/bath-hardware","","http://emtek.com/Bath-Hardware/modern-brass-double-hook-with-rosette-option","http://emtek.com/products/bath_hardware/BH_53_Modern_Brass_Double_Hook_US26.jpg","","","","","",""
"Hinges","http://emtek.com/door-hinges","","http://emtek.com/Door-Hinges/hd-plain-312-58r-ss-hinge","http://emtek.com/products/door_hinges/SS_Hinge_312_58Radius.jpg","","","","","",""
"Passage / Privacy Knobs","http://emtek.com/passage-privacy-knobs","","http://emtek.com/Passage-Privacy-Knobs/modern-disc-crystal","","http://emtek.com/products/passage_privacy_knobs/KB_59_MDC_Rect_US10B.jpg","","","","",""
"Cabinet Pulls","http://emtek.com/cabinet-pulls","","http://emtek.com/Cabinet-Pulls/bauhaus-pull","","","http://emtek.com/finishes/US15_Finish.jpg","","","",""
"Passage / Privacy Knobs","http://emtek.com/passage-privacy-knobs","","http://emtek.com/Passage-Privacy-Knobs/bristol-crystal","","","http://emtek.com/finishes/US14_Finish.jpg","","","",""
"Cabinet Knobs","http://emtek.com/cabinet-knobs","","http://emtek.com/Cabinet-Knobs/basin-knob","","http://emtek.com/products/cabinet_knobs/CK_08_Basin_CabinetKnob_US26.jpg","","","","",""
"Passage / Privacy Knobs","http://emtek.com/passage-privacy-knobs","","http://emtek.com/Passage-Privacy-Knobs/hampton-crystal-knob","","","http://emtek.com/rosettes/RO_12_Brass_Modern_US26.jpg","","","",""
"Bath Hardware","http://emtek.com/bath-hardware","","http://emtek.com/Bath-Hardware/modern-brass-paper-holder-bar-style","","","http://emtek.com/rosettes/RO_09_Brass_Disk_US10B.jpg","","","",""
"Multi Point Lock Trim","http://emtek.com/multi-point-lock-trim","","http://emtek.com/Multi-Point-Lock-Trim/modern-style-11-nonkey-358","","","http://emtek.com/finishes/US15_Finish.jpg","","","",""
"Door Pulls","http://emtek.com/door-pulls","","http://emtek.com/Door-Pulls/brass-baden-pull","","","","","","Installation Manual",""
"Door Pulls","http://emtek.com/door-pulls","","http://emtek.com/Door-Pulls/modern-push-plate","","","","- For pricing information, contact any EMTEK® dealer","","",""
"Door Accessories","http://emtek.com/door-accessories","","http://emtek.com/Door-Accessories/4-dutch-door-bolt","","http://emtek.com/products/door_accessories/DA_161_Dutch_Door_Bolt_US15.jpg","","","","",""
"Door Accessories","http://emtek.com/door-accessories","","http://emtek.com/Door-Accessories/concealed-screw-surface-bolts","","","","","6"" Concealed Screw Surface Bolt: 8528","",""
"Door Accessories","http://emtek.com/door-accessories","","http://emtek.com/Door-Accessories/ball-tip-sets-for-steel-hinges","","","http://emtek.com/finishes/satin_chrome%20(us%2026%20d).jpg","","","",""
"Door Accessories","http://emtek.com/door-accessories","","http://emtek.com/Door-Accessories/button-tips","","","http://emtek.com/finishes/US10B_Finish.jpg","","","",""
"Multi Point Lock Trim","http://emtek.com/multi-point-lock-trim","","http://emtek.com/Multi-Point-Lock-Trim/modern-style-10-keyed-418","","","http://emtek.com/levers/LV_25_Hercules_US26.jpg","","","",""
"Hinges","http://emtek.com/door-hinges","","http://emtek.com/Door-Hinges/hd-plain-312-58r-ss-hinge","","","","","","Technical Specification",""
"Door Accessories","http://emtek.com/door-accessories","","http://emtek.com/Door-Accessories/ball-tip-sets-for-steel-hinges","","","","-Sold as complete set (2 pins & 4 tips per set)
-For pricing information contact any EMTEK® dealer","","",""
"Sideplate Locks","http://emtek.com/sideplate-locks","","http://emtek.com/Sideplate-Locks/11-stainless-steel-stretto-nonkeyed","","","","","","","Thumbturn Privacy: 9243"
"Passage / Privacy Knobs","http://emtek.com/passage-privacy-knobs","","http://emtek.com/Passage-Privacy-Knobs/modern-providence-crystal-knob","","","http://emtek.com/finishes/US19_Finish.jpg","","","",""
"Door Pulls","http://emtek.com/door-pulls","","http://emtek.com/Door-Pulls/brass-knoxville-pull","","","","","Supplied with:  
- Both 1/4""-20 Screws and #10-32 Screws 
- Adapter for #10-32 Thread
- 2 Threaded Washers
- 2 Decorative Caps 
- Two 2"" #10-32 Machine Screws","",""
"Door Pulls","http://emtek.com/door-pulls","","http://emtek.com/Door-Pulls/ss-zeus","http://emtek.com/products/door_pulls/DP_43_Zeus_Door_Pull_SS.jpg","","","","","",""
"Bath Hardware","http://emtek.com/bath-hardware","","http://emtek.com/Bath-Hardware/modern-brass-towel-ring","","","","- Sold as complete set. Includes screws
- For pricing information, contact any EMTEK® dealer","","",""
"Door Accessories","http://emtek.com/door-accessories","","http://emtek.com/Door-Accessories/door-bell-contemporary","","","http://emtek.com/rosettes/RO_21_Brass_Square_US15.jpg","","","",""
"Door Accessories","http://emtek.com/door-accessories","","http://emtek.com/Door-Accessories/button-tips","","http://emtek.com/products/door_accessories/DA_168_Button_Tip_US26.jpg","","","","",""
"Multi Point Lock Trim","http://emtek.com/multi-point-lock-trim","","http://emtek.com/Multi-Point-Lock-Trim/modern-style-10-keyed-358","","","http://emtek.com/levers/LV_46_Poseidon_US10B.jpg","","","",""
"Passage / Privacy Knobs","http://emtek.com/passage-privacy-knobs","","http://emtek.com/Passage-Privacy-Knobs/hampton-crystal-knob","","","","","","","Square Rosette Style: 
Passage Set - 5110 
Privacy Set - 5210 
Dummy, Pair - 5050"
"Door Pulls","http://emtek.com/door-pulls","","http://emtek.com/Door-Pulls/brass-knoxville-pull-plate","","http://emtek.com/products/door_pulls/DP_15_Knoxville_Pull_Plate_US15.jpg","","","","",""
"Bath Hardware","http://emtek.com/bath-hardware","","http://emtek.com/Bath-Hardware/stainless-steel-towel-bar","http://emtek.com/products/bath_hardware/BH_30_Stainless_Towel_18Bar_Beveled_SS.jpg","","","","","",""
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/brass-helios-lever","http://emtek.com/products/passage_privacy_levers/LV_28_Helios_US10B.jpg","","","","","",""
"Bath Hardware","http://emtek.com/bath-hardware","","http://emtek.com/Bath-Hardware/stainless-steel-paper-holder-spring-rod-style","http://emtek.com/products/bath_hardware/BH_28_Stainless_PaperHolder_SpringRod_Disk_SS.jpg","","","","","",""
"Door Accessories","http://emtek.com/door-accessories","","http://emtek.com/Door-Accessories/4-dutch-door-bolt","","","http://emtek.com/finishes/US15A_Finish.jpg","","","",""
"Cabinet Knobs","http://emtek.com/cabinet-knobs","","http://emtek.com/Cabinet-Knobs/brass-bar-knob","","http://emtek.com/products/cabinet_knobs/CK_165_Brass_Bar_Knobs.jpg","","","","",""
"Cabinet Knobs","http://emtek.com/cabinet-knobs","","http://emtek.com/Cabinet-Knobs/brass-metric-knob","","","http://emtek.com/finishes/US19_Finish.jpg","","","",""
"Cabinet Pulls","http://emtek.com/cabinet-pulls","","http://emtek.com/Cabinet-Pulls/brass-trinity-pull","","","http://emtek.com/finishes/US15_Finish.jpg","","","",""
"Cabinet Appliance Pulls","http://emtek.com/cabinet-appliance-pulls","","http://emtek.com/Cabinet-Appliance-Pulls/trail-appliance-pull","","","","","18"" C-C: 86441","",""
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/brass-hermes-lever","","","http://emtek.com/rosettes/RO_09_Brass_Disk_US10B.jpg","","","",""
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/brass-stuttgart-lever","","","","","","","Upgrade to CF Mechanism by adding ""C"" in front of the product code. 
For example: C5111"
"Door Accessories","http://emtek.com/door-accessories","","http://emtek.com/Door-Accessories/button-tips","http://emtek.com/products/door_accessories/DA_168_Button_Tip_US3.jpg","","","","","",""
"Sideplate Locks","http://emtek.com/sideplate-locks","","http://emtek.com/Sideplate-Locks/10-stainless-steel-stretto-concord-nonkeyed","","","","","","","Dummy, Single Sided: 9041"
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/brass-athena-lever","","","","","Upgrade to CF Mechanism","",""
"Passage / Privacy Knobs","http://emtek.com/passage-privacy-knobs","","http://emtek.com/Passage-Privacy-Knobs/orb-knob","","","http://emtek.com/rosettes/RO_13_Brass_Neos_US15.jpg","","","",""
"Passage / Privacy Knobs","http://emtek.com/passage-privacy-knobs","","http://emtek.com/Passage-Privacy-Knobs/bern-knob","","","http://emtek.com/rosettes/Modern_Rectangular_US10B.jpg","","","",""
"Hinges","http://emtek.com/door-hinges","","http://emtek.com/Door-Hinges/hd-ball-312-58r-ss-hinges","http://emtek.com/products/door_hinges/SS_BALL_Hinge_312_58Radius.jpg","","","","","",""
"Door Accessories","http://emtek.com/door-accessories","","http://emtek.com/Door-Accessories/ball-tip-sets-for-brass-hinges","","","http://emtek.com/finishes/US14_Finish.jpg","","","",""
"Door Accessories","http://emtek.com/door-accessories","","http://emtek.com/Door-Accessories/button-tips","","http://emtek.com/products/door_accessories/DA_168_Button_Tip_US15.jpg","","","","",""
"Sideplate Locks","http://emtek.com/sideplate-locks","","http://emtek.com/Sideplate-Locks/11-stainless-steel-stretto-nonkeyed","","","","","","Technical Specifications",""
"Cabinet Knobs","http://emtek.com/cabinet-knobs","","http://emtek.com/Cabinet-Knobs/atomic-knob","","http://emtek.com/products/cabinet_knobs/CK_05_Atomic_CabinetKnob_US15.jpg","","","","",""
"Multi Point Lock Trim","http://emtek.com/multi-point-lock-trim","","http://emtek.com/Multi-Point-Lock-Trim/modern-style-11-keyed-418","","","http://emtek.com/finishes/US26_Finish.jpg","","","",""
"Bath Hardware","http://emtek.com/bath-hardware","","http://emtek.com/Bath-Hardware/stainless-steel-paper-holder-bar-style","","","","- Sold as complete set. Includes screws
- For pricing information, contact any EMTEK® dealer","","",""
"Multi Point Lock Trim","http://emtek.com/multi-point-lock-trim","","http://emtek.com/Multi-Point-Lock-Trim/modern-style-11-keyed","","","http://emtek.com/finishes/US26_Finish.jpg","","","",""
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/brass-hercules-lever","","","http://emtek.com/rosettes/RO_09_Brass_Disk_US10B.jpg","","","",""
"Multi Point Lock Trim","http://emtek.com/multi-point-lock-trim","","http://emtek.com/Multi-Point-Lock-Trim/modern-style-11-nonkey-358","","","","","","","Some retrofitting may be necessary. Please contact Emtek®'s customer service to confirm product model."
"Door Pulls","http://emtek.com/door-pulls","","http://emtek.com/Door-Pulls/brass-zeus-pull","","","","","","",""
"Passage / Privacy Knobs","http://emtek.com/passage-privacy-knobs","","http://emtek.com/Passage-Privacy-Knobs/bristol-crystal","","http://emtek.com/products/passage_privacy_knobs/KB_08_Bristol_Square_US15.jpg","","","","",""
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/basel-lever","","","http://emtek.com/rosettes/RO_12_Brass_Modern_US26.jpg","","","",""
"Bath Hardware","http://emtek.com/bath-hardware","","http://emtek.com/Bath-Hardware/modern-brass-towel-bar","","","http://emtek.com/rosettes/RO_09_Brass_Disk_US10B.jpg","","","",""
"Passage / Privacy Knobs","http://emtek.com/passage-privacy-knobs","","http://emtek.com/Passage-Privacy-Knobs/bristol-crystal","","","http://emtek.com/rosettes/RO_09_Brass_Disk_US10B.jpg","","","",""
"Cabinet Knobs","http://emtek.com/cabinet-knobs","","http://emtek.com/Cabinet-Knobs/brass-bar-knob","","","","","","","86357"
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/basel-lever","","","http://emtek.com/finishes/US26_Finish.jpg","","","",""
"Passage / Privacy Knobs","http://emtek.com/passage-privacy-knobs","","http://emtek.com/Passage-Privacy-Knobs/modern-providence-crystal-knob","","http://emtek.com/products/passage_privacy_knobs/MB_brass_PC_Modern_US15.jpg","","","","",""
"Passage / Privacy Knobs","http://emtek.com/passage-privacy-knobs","","http://emtek.com/Passage-Privacy-Knobs/hampton-crystal-knob","","http://emtek.com/products/passage_privacy_knobs/KB_19_Hampton.jpg","","","","",""
"Passage / Privacy Knobs","http://emtek.com/passage-privacy-knobs","","http://emtek.com/Passage-Privacy-Knobs/orb-knob","","","","","","","Modern Rosette Style:
 Passage Set - 5107
 Privacy Set - 5207
 Dummy, Pair - 5057"
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/aireon-lever","","http://emtek.com/products/passage_privacy_levers/Brass_Lever_Aireon_Rectangular_US26.jpg","","","","",""
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/brass-poseidon-lever","","","http://emtek.com/finishes/US10B_Finish.jpg","","","",""
"Cabinet Pulls","http://emtek.com/cabinet-pulls","","http://emtek.com/Cabinet-Pulls/brass-arch-pull","","","","- Sold as complete set. Includes screws
- For pricing information, contact any EMTEK® dealer","","",""
"Door Accessories","http://emtek.com/door-accessories","","http://emtek.com/Door-Accessories/button-tips","","http://emtek.com/products/door_accessories/DA_168_Button_Tip_US3.jpg","","","","",""
"Sideplate Locks","http://emtek.com/sideplate-locks","","http://emtek.com/Sideplate-Locks/11-stainless-steel-stretto-nonkeyed","","","http://emtek.com/levers/LV_62_Helios_SS.jpg","","","",""
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/brass-hercules-lever","","","","","Upgrade to CF Mechanism","",""
"Door Pulls","http://emtek.com/door-pulls","","http://emtek.com/Door-Pulls/brass-wilshire-pull","","","","","","","8"" Pull 
86078"
"Door Accessories","http://emtek.com/door-accessories","","http://emtek.com/Door-Accessories/ball-catch","","http://emtek.com/products/door_accessories/DA_19_Ball_Catch_US26.jpg","","","","",""
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/brass-hermes-lever","","","","","","","Upgrade to CF Mechanism by adding ""C"" in front of the product code. 
For example: C5111"
"Door Accessories","http://emtek.com/door-accessories","","http://emtek.com/Door-Accessories/ball-catch","","","","","","Technical Specifications",""
"Cabinet Appliance Pulls","http://emtek.com/cabinet-appliance-pulls","","http://emtek.com/Cabinet-Appliance-Pulls/trail-appliance-pull","","","http://emtek.com/finishes/US15_Finish.jpg","","","",""
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/geneva-lever","","","http://emtek.com/finishes/US10B_Finish.jpg","","","",""
"Hinges","http://emtek.com/door-hinges","","http://emtek.com/Door-Hinges/hd-plain-312-58r-ss-hinge","","","","","","","9823332D"
"Cabinet Pulls","http://emtek.com/cabinet-pulls","","http://emtek.com/Cabinet-Pulls/brass-trinity-pull","","","http://emtek.com/finishes/US10B_Finish.jpg","","","",""
"Door Pulls","http://emtek.com/door-pulls","","http://emtek.com/Door-Pulls/brass-knoxville-pull-plate","","","http://emtek.com/finishes/US15_Finish.jpg","","","",""
"Door Pulls","http://emtek.com/door-pulls","","http://emtek.com/Door-Pulls/modern-push-plate","","","","","Installation Manual","",""
"Cabinet Knobs","http://emtek.com/cabinet-knobs","","http://emtek.com/Cabinet-Knobs/brass-metric-knob","http://emtek.com/products/cabinet_knobs/CK_33_Brass_Metric_CabinetKnob_US10B.jpg","","","","","",""
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/geneva-lever","","","","- Can be ordered with any Brass rosette 
- Sold as complete set. Includes Latch and Strike Plate 
- 28 Degree Latch is available for additional charge
- For pricing information, contact any Emtek® dealer","","",""
"Door Pulls","http://emtek.com/door-pulls","","http://emtek.com/Door-Pulls/brass-knoxville-pull","","","","","How to order:
- To form an item number, combine Product Code and Finish. For Example: 86077US7","",""
"Passage / Privacy Knobs","http://emtek.com/passage-privacy-knobs","","http://emtek.com/Passage-Privacy-Knobs/modern-disc-crystal","","","http://emtek.com/finishes/US19_Finish.jpg","","","",""
"Door Pulls","http://emtek.com/door-pulls","","http://emtek.com/Door-Pulls/ss-zeus","","","","","","Drilled and Tapped with 1/4""-20 Thread",""
"Door Accessories","http://emtek.com/door-accessories","","http://emtek.com/Door-Accessories/ball-tip-sets-for-brass-hinges","","","","","","","For 3-1/2"" Residential Duty Hinges: 97203
For 4"" Residential Duty Hinges: 97204"
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/brass-hercules-lever","","","http://emtek.com/finishes/US19_Finish.jpg","","","",""
"Door Accessories","http://emtek.com/door-accessories","","http://emtek.com/Door-Accessories/ball-tip-sets-for-steel-hinges","","","","","","","For 3-1/2"": 94103
For 4"": 94104
For 4-1/2"": 94105"
"Door Accessories","http://emtek.com/door-accessories","","http://emtek.com/Door-Accessories/casement-latch","","","http://emtek.com/finishes/US15_Finish.jpg","","","",""
